,page,country,article_quality_est,Population
44136,Tsakhiagiin Elbegdorj,Mongolia,FA,3361000.0
44137,Phyllis Shand Allfrey,Dominica,Start,72000.0
44138,List of the first LGBT holders of political offices in the United States,United States,B,329878000.0
44139,Jacinto Peynado Garrigosa,Dominican Republic,Start,10500000.0
44140,Eva Glawischnig-Piesczek,Austria,Start,8914000.0
44141,Lee Meng-yen,Taiwan,Stub,23610000.0
44142,Bob Brady,Ireland,C,5003000.0
44143,Liaquat Ali Khan,Pakistan,B,220940000.0
44144,Karl-Günther Heimsoth,Germany,C,83300000.0
44145,Diego Columbus,Spain,C,47635000.0
44146,Javier Alva Orlandini,Peru,Start,32824000.0
44147,Oles Buzina,Ukraine,B,41778000.0
44148,Garry Kasparov,Russia,B,146733000.0
44149,Barbara Nekesa Oundo,Uganda,Start,45741000.0
44150,Oliver Wonekha,Uganda,Start,45741000.0
44151,Andrew Feinstein,South Africa,Start,59628000.0
44152,Choudhry Bilal Ahmed,Pakistan,Start,220940000.0
44153,Moshood Abiola,Nigeria,C,206140000.0
44154,Mahmud Muhtar Pasha,Turkey,Start,83737000.0
44155,Chris Ekiyor,Nigeria,Start,206140000.0
44156,Reezal Merican Naina Merican,Malaysia,Start,32781000.0
44157,José Acosta Cubero,Spain,Stub,47635000.0
44158,Sardar Arif Shahid,Pakistan,Stub,220940000.0
44159,Hildegart Rodríguez Carballeira,Spain,Start,47635000.0
44160,Arun Kumar Sarmah,India,Stub,1400100000.0
44161,Rajah Sulayman,Philippines,C,109581000.0
44162,Julius Stahel,United States,C,329878000.0
44163,Hortense Aka-Anghui,Ivorian,Start,
44164,Alice Weidel,Germany,C,83300000.0
44165,Aminata Mbengue Ndiaye,Senegal,Stub,16744000.0
44166,Anna Maria Muccioli,Italy,Stub,60296000.0
44167,List of richest American politicians,United States,B,329878000.0
44168,Francisca Pereira,Guinea-Bissau,Start,1927000.0
44169,Denisse Robles,Ecuador,Start,17511000.0
44170,Célestine Ketcha Courtès,Cameroon,C,26598000.0
44171,Harete Hipango,New Zealand,Stub,4987000.0
44172,Goni Modu Bura,Nigeria,Stub,206140000.0
44173,Irene Sáez,Venezuela,C,28645000.0
44174,Marit Arnstad,Norway,Start,5387000.0
44175,Denise Lee,New Zealand,Start,4987000.0
44176,Qimmatgul Aliberdiyeva,Tajikistan,Stub,9429000.0
44177,Gulafzo Savriddinova,Tajikistan,Stub,9429000.0
44178,Erica Stanford,New Zealand,Stub,4987000.0
44179,Vice President of Yemen,Yemen,Start,29826000.0
44180,Manuel Alegre,Portugal,C,10255000.0
44181,Inger Støjberg,Denmark,C,5829000.0
44182,Jenny Marcroft,New Zealand,Stub,4987000.0
44183,Mark Patterson (New Zealand politician),New Zealand,Start,4987000.0
44184,Ruben Darbinyan,Armenia,Start,2956000.0
44185,Kiri Allan,New Zealand,Stub,4987000.0
44186,Ginny Andersen,New Zealand,C,4987000.0
44187,Liz Craig,New Zealand,C,4987000.0
44188,Paul Eagle,New Zealand,C,4987000.0
44189,Anahila Kanongata'a-Suisuiki,New Zealand,Stub,4987000.0
44190,Marja Lubeck,New Zealand,Start,4987000.0
44191,Jo Luxton,New Zealand,Stub,4987000.0
44192,Gonzalo Nin Novoa,Uruguay,Stub,3531000.0
44193,Willow-Jean Prime,New Zealand,Start,4987000.0
44194,Priyanca Radhakrishnan,New Zealand,Start,4987000.0
44195,Deborah Russell,New Zealand,Start,4987000.0
44196,Louisa Wall,New Zealand,Start,4987000.0
44197,Gonzalo Sánchez de Lozada,Bolivia,C,11633000.0
44198,Yang Xian (Ming dynasty),China,Start,1402385000.0
44199,Álvaro Martins Homem III,Portugal,Start,10255000.0
44200,David Khan,Canada,Start,38190000.0
44201,Rodolfo Stange,Chile,Start,19470000.0
44202,Elsa Noguera,Colombia,Stub,49444000.0
44203,Ahmed Mohamed Mohamoud,Somalia,C,15893000.0
44204,Al Smith,Ireland,FA,5003000.0
44205,Milomir Stakić,Bosnia-Herzegovina,Start,3281000.0
44206,William Walker (filibuster),Nicaragua,C,6596000.0
44207,Mehmed Kapetanović,Bosnia-Herzegovina,Start,3281000.0
44208,José Toribio Merino,Chile,C,19470000.0
44209,Wil Schuurman,Netherlands,Start,17467000.0
44210,Zhang Zhu,China,Stub,1402385000.0
44211,"Lewis Harcourt, 1st Viscount Harcourt",United Kingdom,C,67160000.0
44212,İsmet İnönü,Turkey,C,83737000.0
44213,"Édouard Mortier, Duke of Trévise",France,C,64940000.0
44214,Saul Goldsmith,New Zealand,C,4987000.0
44215,Tahar Ben Ammar,Tunisia,Stub,11896000.0
44216,Electoral history of Grant Robertson,New Zealand,Start,4987000.0
44217,Dawn Fraser,Australia,C,25754000.0
44218,Solange Gemayel,Lebanon,Start,6825000.0
44219,Marko Blagojević,Serbia,Start,6957000.0
44220,Miljan Damjanović,Serbia,Start,6957000.0
44221,Joko Diaz,Philippines,Start,109581000.0
44222,Pak Chong-ae,"Korea, North",GA,25779000.0
44223,Jan Tinetti,New Zealand,Start,4987000.0
44224,Kang Nung-su,"Korea, South",Start,51781000.0
44225,Grace Fu,Singapore,C,5769000.0
44226,List of politicians of Indian descent,India,B,1400100000.0
44227,Electoral history of James Shaw,New Zealand,Start,4987000.0
44228,Dilli Raman Regmi,Nepal,C,29996000.0
44229,Alfred Naqqache,Lebanon,Stub,6825000.0
44230,C. Rajagopalachari,India,B,1400100000.0
44231,Geert Wilders,Netherlands,GA,17467000.0
44232,Árni Páll Árnason,Iceland,Start,368000.0
44233,Indranee Rajah,Singapore,Start,5769000.0
44234,Idris of Libya,Libya,GA,6891000.0
44235,Lee Li Lian,Singapore,C,5769000.0
44236,Enrique Bolaños,Nicaragua,C,6596000.0
44237,Gooi Hsiao-Leung,Malaysia,Start,32781000.0
44238,Hanne Dyveke Søttar,Norway,Stub,5387000.0
44239,Na Kyung-won,South Korea,Start,
44240,José Santos Zelaya,Nicaragua,C,6596000.0
44241,Akinwumi Adesina,Nigeria,C,206140000.0
44242,William Kanyirigi,Ghana,Stub,31073000.0
44243,Peter Anyang' Nyong'o,Kenya,Start,53528000.0
44244,Kim Yong-nam,"Korea, North",C,25779000.0
44245,Alok Sanjar,India,Stub,1400100000.0
44246,Don Brash,New Zealand,C,4987000.0
44247,Peter Fraser (New Zealand politician),New Zealand,C,4987000.0
44248,George Forbes (New Zealand politician),New Zealand,C,4987000.0
44249,Marianne Marthinsen,Norway,Stub,5387000.0
44250,Harry Holland,New Zealand,C,4987000.0
44251,Joseph Ward,New Zealand,C,4987000.0
44252,William MacDonald (New Zealand politician),New Zealand,Start,4987000.0
44253,Thomas Wilford,New Zealand,GA,4987000.0
44254,William Massey,New Zealand,C,4987000.0
44255,Willem Jacobszoon Coster,Netherlands,Start,17467000.0
44256,Jin Yuzhang,China,Start,1402385000.0
44257,John Ballance,New Zealand,C,4987000.0
44258,Jo Yon-jun,"Korea, South",Stub,51781000.0
44259,Siv Jensen,Norway,GA,5387000.0
44260,Trine Skei Grande,Norway,Start,5387000.0
44261,Gordon Brown,United Kingdom,FA,67160000.0
44262,Gwendolyn Garcia,Philippines,C,109581000.0
44263,Bénédicte Peyrol,France,Stub,64940000.0
44264,Une Aina Bastholm,Norway,Stub,5387000.0
44265,Bent Høie,Norway,Start,5387000.0
44266,Patrick Mooney (Australian politician),Australia,Stub,25754000.0
44267,Liv Signe Navarsete,Norway,Start,5387000.0
44268,Ingrid Heggø,Norway,Stub,5387000.0
44269,Lilian Fowler,Australia,GA,25754000.0
44270,James Peter Speid Jamieson,New Zealand,Stub,4987000.0
44271,"Francisco Fernández de la Cueva, 8th Duke of Alburquerque",Spain,C,47635000.0
44272,Christina Liew,Malaysia,Stub,32781000.0
44273,Christine Georges Diguibaye,Chad,Stub,16877000.0
44274,Margaret Zziwa,Uganda,Start,45741000.0
44275,Kwaku Afriyie,Ghana,Stub,31073000.0
44276,Rodney Hide,New Zealand,C,4987000.0
44277,Biman Prasad,Fiji,Start,896000.0
44278,Jami-Lee Ross,New Zealand,Start,4987000.0
44279,Tariana Turia,New Zealand,C,4987000.0
44280,Pita Sharples,New Zealand,Start,4987000.0
44281,Georgina te Heuheu,New Zealand,Start,4987000.0
44282,Benjamin Aggrey Ntim,Ghana,Stub,31073000.0
44283,Manahi Nitama Paewai,New Zealand,Start,4987000.0
44284,Gordon Sprigg,Cape Colony,C,
44285,Samiu Kwadwo Nuamah,Ghana,Stub,31073000.0
44286,Clodovil Hernandes,Brazil,C,211812000.0
44287,John Smith (Labour Party leader),United Kingdom,C,67160000.0
44288,Kwakye Darfour,Ghana,Stub,31073000.0
44289,Archibald Letsa,Ghana,Stub,31073000.0
44290,Goretti Horgan,Ireland,Start,5003000.0
44291,Suharna Surapranata,Indonesia,Stub,271739000.0
44292,Yobert K. Shamapande,Zambia,C,18384000.0
44293,Robert Clive,United Kingdom,C,67160000.0
44294,Agnes Binagwaho,Rwanda,C,12952000.0
44295,Tadeusz Mazowiecki,Poland,C,38368000.0
44296,Alex Darling,Australia,Stub,25754000.0
44297,David Campbell (Australian politician),Australia,C,25754000.0
44298,Frank Arkell,Australia,Start,25754000.0
44299,John Jennings (Australian politician),Australia,Stub,25754000.0
44300,Hyman Goldstein (politician),Australia,Start,25754000.0
44301,Alfred Reid (politician),Australia,Start,25754000.0
44302,Dick Dein,Australia,Stub,25754000.0
44303,Dragoslav Ćirković,Serbia,Stub,6957000.0
44304,Morteza-Qoli Bayat,Iran,Start,84150000.0
44305,Buti Manamela,South Africa,Stub,59628000.0
44306,Dilian Francisca Toro,Colombia,Start,49444000.0
44307,Eva Kristin Hansen,Norway,Stub,5387000.0
44308,Sivert Bjørnstad,Norway,Stub,5387000.0
44309,Heidi Greni,Norway,Stub,5387000.0
44310,Simon Compaoré,Burkina Faso,Start,20903000.0
44311,Lars Haltbrekken,Norway,Stub,5387000.0
44312,Salif Diallo,Burkina Faso,B,20903000.0
44313,Lene Vågslid,Norway,Stub,5387000.0
44314,Geir Jørgen Bekkevold,Norway,Start,5387000.0
44315,Patricio Aylwin,Chile,C,19470000.0
44316,Eduardo Frei Ruiz-Tagle,Chile,C,19470000.0
44317,John Innes (politician),Canada,Stub,38190000.0
44318,Myint Naing,Myanmar,Stub,54704000.0
44319,Ye Lwin,Myanmar,Stub,54704000.0
44320,Sanna Marin,Finland,Start,5529000.0
44321,Gloria De Piero,United Kingdom,C,67160000.0
44322,Kyokushūzan Noboru,Mongolia,C,3361000.0
44323,Khalil al-Wazir,Palestinian Territory,B,5008000.0
44324,Kari Henriksen,Norway,Stub,5387000.0
44325,Norunn Tveiten Benestad,Norway,Stub,5387000.0
44326,Lene Westgaard-Halle,Norway,Stub,5387000.0
44327,President of Angola,Angola,Start,32522000.0
44328,Edu Manzano,Philippines,C,109581000.0
44329,John Karefa-Smart,Sierra Leone,Start,7977000.0
44330,Mohamed Morsi,Egypt,B,100803000.0
44331,Vigen Sargsyan,Armenia,Start,2956000.0
44332,Patrick Miles Jr.,United States,C,329878000.0
44333,Birgitta Wolff,Germany,C,83300000.0
44334,Paweł Szałamacha,Poland,Stub,38368000.0
44335,Chaudhry Muhammad Afzal Sahi,Pakistan,Start,220940000.0
44336,Funmi Tejuosho,Nigeria,Start,206140000.0
44337,Igor Levitin,Russia,C,146733000.0
44338,Liao Chengzhi,China,GA,1402385000.0
44339,César Mendoza,Chile,Start,19470000.0
44340,Arthur Brown (Utah senator),United States,Start,329878000.0
44341,Seifu Mikael,Ethiopia,C,114916000.0
44342,List of Presidents of Egypt,Egypt,Start,100803000.0
44343,List of mayors of Goma,"Congo, Dem. Rep. of",Stub,
44344,Chathura Senarathne,Sri Lanka,Start,21937000.0
44345,Christine Hohmann-Dennhardt,Germany,C,83300000.0
44346,Franz Schönhuber,Germany,Start,83300000.0
44347,Gotzone Mora,Spain,Stub,47635000.0
44348,Malik Yakubu,Ghana,Stub,31073000.0
44349,Mohamed Amin Didi,Maldives,Start,541000.0
44350,Joana Ortega,Spain,Start,47635000.0
44351,Vice-President of Egypt,Egypt,Start,100803000.0
44352,Udriște Năsturel,Romania,FA,19241000.0
44353,John Bevan (politician),New Zealand,Stub,4987000.0
44354,President of the Maldives,Maldives,Start,541000.0
44355,Gouverneur Morris,United States,C,329878000.0
44356,Vice President of the Maldives,Maldives,C,541000.0
44357,László Szalay,Hungary,Stub,9767000.0
44358,Prime Minister of the Maldives,Maldives,Stub,541000.0
44359,Ibrahim Nasir,Maldives,C,541000.0
44360,Victor Nendaka Bika,"Congo, Dem. Rep. of",Start,
44361,Ibrahim Shihab,Maldives,Start,541000.0
44362,Salima Hashmi,Pakistan,C,220940000.0
44363,Jon Lansman,United Kingdom,C,67160000.0
44364,Zamru Manglu Kahandole,India,Stub,1400100000.0
44365,Shivendra Bijoy Malla Deb,India,Stub,1400100000.0
44366,Pentti Oinonen,Finland,Stub,5529000.0
44367,Fatou Bensouda,Gambia,C,2417000.0
44368,Lev Rebet,Ukraine,C,41778000.0
44369,José Ignacio Rucci,Argentina,C,45377000.0
44370,Sherali Mirzo,Tajikistan,Start,9429000.0
44371,Abdurrahman Mahmoud Aidiid,Somalia,Stub,15893000.0
44372,Leyla Qasim,Iraq,Start,39725000.0
44373,Chen Chuanping,China,Start,1402385000.0
44374,Kevin Murphy (Canadian politician),Canada,Stub,38190000.0
44375,Zaid ibn Shaker,Jordan,Start,10679000.0
44376,Bruce Jesson,New Zealand,C,4987000.0
44377,Józef Poniatowski,Poland,C,38368000.0
44378,James Henry Lane (Union general),United States,C,329878000.0
44379,Jüri Jaanson,Estonia,C,1331000.0
44380,Patrice Talon,Benin,C,12209000.0
44381,Aires Ali,Mozambique,Stub,31166000.0
44382,Nahid Khodakarami,Iran,Stub,84150000.0
44383,Hassan Rouhani,Iran,GA,84150000.0
44384,Victor Bockarie Foh,Sierra Leone,C,7977000.0
44385,Min Byung-doo,South Korea,Start,
44386,Rudy Moise,United States,Start,329878000.0
44387,Mustafa Barzani,Iraq,B,39725000.0
44388,Min Yeong-chan,"Korea, South",Stub,51781000.0
44389,Min Won-sik,"Korea, South",Start,51781000.0
44390,Ambrose Shea,Canada,C,38190000.0
44391,Sunwoo Hwi,"Korea, South",Start,51781000.0
44392,Lourdes Auzmendi,Spain,Start,47635000.0
44393,James Forrestal,United States,GA,329878000.0
44394,Tôn Đức Thắng,Vietnam,C,96209000.0
44395,O Jin-u,"Korea, North",C,25779000.0
44396,Barakzai dynasty,Afghanistan,C,38928000.0
44397,Governor-General of Grenada,Grenada,C,113000.0
44398,Ian Hill (diplomat),New Zealand,Stub,4987000.0
44399,Governor-General of Saint Lucia,Saint Lucian,C,
44400,President of Kazakhstan,Kazakhstan,C,18732000.0
44401,Peter Donolo,Canada,Start,38190000.0
44402,Ismail Balkhi,Afghanistan,Start,38928000.0
44403,Hedi Amara Nouira,Tunisia,Stub,11896000.0
44404,Han Yuqun,China,Stub,1402385000.0
44405,Víctor Raúl Haya de la Torre,Peru,C,32824000.0
44406,Governor of Montserrat,Montserratian,Start,
44407,Vice-President of the Comoros,Comoros,Stub,870000.0
44408,Raisa Atambayeva,Kyrgyzstan,Stub,6594000.0
44409,Almazbek Atambayev,Kyrgyzstan,C,6594000.0
44410,Antonio García-Trevijano,Spain,Start,47635000.0
44411,Ayad Allawi,Iraq,C,39725000.0
44412,António Abreu,Portugal,Start,10255000.0
44413,Aysel Baykal,Turkey,Start,83737000.0
44414,Governor of Yap,Federated States of Micronesia,Stub,106000.0
44415,Mammad Amin Rasulzadeh,Azerbaijan,C,10108000.0
44416,Mercedes Colín Guadarrama,Mexico,Stub,127792000.0
44417,Beatriz Collado Lara,Mexico,Stub,127792000.0
44418,Dagobert Banzio,Ivorian,Start,
44419,Claudie Haigneré,France,Start,64940000.0
44420,Diallo Telli,Guinea,C,12560000.0
44421,Maxim Bakiyev,Kyrgyzstan,C,6594000.0
44422,Güler İleri,Turkey,Stub,83737000.0
44423,Fred Nile,Australia,C,25754000.0
44424,Mahmoud Abouelleil,Egypt,C,100803000.0
44425,Inese Šlesere,Latvia,Stub,1902000.0
44426,Işılay Saygın,Turkey,Start,83737000.0
44427,Muhammad bin Nayef,Saudi Arabia,GA,35041000.0
44428,Karl Ravens,Germany,Stub,83300000.0
44429,Mike Harcourt,Canada,GA,38190000.0
44430,Trần Đại Quang,Vietnam,C,96209000.0
44431,George Springate,Canada,Start,38190000.0
44432,Peter Paul Busuttil,Malta,Stub,522000.0
44433,Jim Anderton,New Zealand,C,4987000.0
44434,President of Somalia,Somalia,C,15893000.0
44435,Mohammad-Hossein Moghimi,Iran,Stub,84150000.0
44436,Luis Raymund Villafuerte,Philippines,C,109581000.0
44437,Morteza Saghaeiannejad,Iran,Stub,84150000.0
44438,Nermin Neftçi,Turkey,Start,83737000.0
44439,Kim Tu-bong,"Korea, North",C,25779000.0
44440,Francis William Reitz,South Africa,GA,59628000.0
44441,Ibrahim Aboubacar,Comoros,Stub,870000.0
44442,Subira Khamis Mgalu,Tanzania,Start,59734000.0
44443,Henry Jean-Baptiste,Martinique,Stub,356000.0
44444,Boinali Saïd,France,Stub,64940000.0
44445,Mohammad Aslam Bhutani,Pakistan,Stub,220940000.0
44446,Hugh Conway (Lord Treasurer),Ireland,Stub,5003000.0
44447,Kurmanbek Bakiyev,Kyrgyzstan,GA,6594000.0
44448,Sigrid Stray,Norway,Stub,5387000.0
44449,Grace Folashade Bent,Nigeria,Start,206140000.0
44450,Michael Coutts-Trotter,Australia,Start,25754000.0
44451,Phoolan Devi,India,C,1400100000.0
44452,Vasily Skalon,Russia,Stub,146733000.0
44453,John Norton-Griffiths,United Kingdom,C,67160000.0
44454,Grace Ross,United States,C,329878000.0
44455,Max Puig,Dominican Republic,Start,10500000.0
44456,Zahra Sadr-Azam Nouri,Iran,Stub,84150000.0
44457,Choe Kwang-shik,South Korea,Stub,
44458,Prakash Chandra Lohani,Nepal,Start,29996000.0
44459,Qobul Berdiyev,Uzbekistan,Stub,34174000.0
44460,Abdulmumin Jibrin,Nigeria,C,206140000.0
44461,Roque Sáenz Peña,Argentina,GA,45377000.0
44462,Patricia Rucker,Venezuela,Stub,28645000.0
44463,Abdullah bin Zayed Al Nahyan,United Arab Emirates,C,9778000.0
44464,Joachim Olsen,Denmark,C,5829000.0
44465,Xuanzang,China,B,1402385000.0
44466,Mahendra Karma,India,C,1400100000.0
44467,King of Saudi Arabia,Saudi Arabia,Start,35041000.0
44468,Manabu Horii,Japan,Start,125967000.0
44469,Kadyr Gulyamov,Uzbekistan,Stub,34174000.0
44470,Charles de Gaulle,France,B,64940000.0
44471,Muhammad Mahbubur Rahman,Bangladesh,Stub,169809000.0
44472,Fadumo Dayib,Somalia,C,15893000.0
44473,Tōru Hashimoto,Japan,C,125967000.0
44474,Menzies Campbell,United Kingdom,C,67160000.0
44475,Duke of Zhou,China,C,1402385000.0
44476,Graham Capill,New Zealand,C,4987000.0
44477,Warren Daniel,United States,Stub,329878000.0
44478,Henry Masauko Blasius Chipembere,Malawi,B,19130000.0
44479,Governor-General of Korea,"Korea, South",C,51781000.0
44480,Choi Kyu-hah,South Korea,C,
44481,John Loudon (politician),Netherlands,Start,17467000.0
44482,Alexander Tilloch Galt,Canada,C,38190000.0
44483,Fernando Lugo,Paraguay,C,7255000.0
44484,Slobodan Lang,Croatia,C,4020000.0
44485,Sun Yi,China,C,1402385000.0
44486,Elsa Conde Rodríguez,Mexico,Stub,127792000.0
44487,Bidya Sundar Shakya,Nepal,Stub,29996000.0
44488,Juan de Escobedo,Spain,Start,47635000.0
44489,Graham Scott (public servant),New Zealand,Stub,4987000.0
44490,Maricela Contreras Julián,Mexico,Start,127792000.0
44491,Kalvakuntla Chandrashekhar Rao,India,C,1400100000.0
44492,List of viceroys of Catalonia,Spain,Start,47635000.0
44493,Grahame Thorne,New Zealand,C,4987000.0
44494,Engelbert Dollfuss,Austria,C,8914000.0
44495,Khalifa al-Ghawil,Libya,Start,6891000.0
44496,Tadatomo Yoshida,Japan,Stub,125967000.0
44497,Gaya Singh,India,Stub,1400100000.0
44498,Vitali Klitschko,Ukraine,GA,41778000.0
44499,Jai Ram Reddy,Fiji,C,896000.0
44500,Piedad Córdoba,Colombia,C,49444000.0
44501,Martha Córdova Bernal,Mexico,Stub,127792000.0
44502,María Corella Manzanilla,Mexico,Stub,127792000.0
44503,Claudia Corichi García,Mexico,Start,127792000.0
44504,Lorena Corona Valdés,Mexico,Start,127792000.0
44505,María Corona Nakamura,Mexico,Stub,127792000.0
44506,José Miguel Insulza,Chile,C,19470000.0
44507,María Mercedes Corral Aguilar,Mexico,Stub,127792000.0
44508,Rafael Corrales,Spain,Stub,47635000.0
44509,Ricardo Baptista Leite,Portugal,C,10255000.0
44510,"David Cecil, 6th Marquess of Exeter",United Kingdom,C,67160000.0
44511,Emilio D'Amore,Italy,Stub,60296000.0
44512,Maria Reig Moles,Andorra,Stub,82000.0
44513,Shah Nawaz Bhutto,Pakistan,C,220940000.0
44514,Jiří Dienstbier,Czech Republic,Stub,
44515,Manjurul Islam Liton,Bangladesh,Start,169809000.0
44516,Petar Dertliev,Bulgaria,Start,6927000.0
44517,Yagub Mammadov (politician),Azerbaijan,Start,10108000.0
44518,Richard Ramos,France,Stub,64940000.0
44519,Simon Busuttil,Malta,C,522000.0
44520,Artur Mkrtchyan,Armenia,Stub,2956000.0
44521,Bayram Safarov,Azerbaijan,Stub,10108000.0
44522,Mikhail Gorbachev,Russia,FA,146733000.0
44523,Nizami Bahmanov,Azerbaijan,Start,10108000.0
44524,Mohammad Mosaddak Ali,Bangladesh,C,169809000.0
44525,Bayman Erkinbaev,Kyrgyzstan,Stub,6594000.0
44526,Karina Gould,Canada,C,38190000.0
44527,Austin Currie,Ireland,Start,5003000.0
44528,Abdullah Abdullah,Afghanistan,C,38928000.0
44529,Harry Harkimo,Finland,Stub,5529000.0
44530,List of Costa Rican politicians,Costa Rica,Start,5111000.0
44531,"John Maffey, 1st Baron Rugby",United Kingdom,C,67160000.0
44532,Théophile de Lantsheere,Belgium,Start,11515000.0
44533,Tom O'Higgins,Ireland,Start,5003000.0
44534,Jiang Jiemin,China,C,1402385000.0
44535,Chiang Wei-kuo,Japan,C,125967000.0
44536,Dost Mohammad Khan (Emir of Afghanistan),Afghanistan,C,38928000.0
44537,Song Jiaoren,China,C,1402385000.0
44538,Fathollah Khan Akbar,Iran,Stub,84150000.0
44539,Dina Kawar,Jordan,C,10679000.0
44540,François Scheffer,Luxembourg,Stub,632000.0
44541,Félix de Blochausen,Luxembourg,Start,632000.0
44542,Édouard Thilges,Luxembourg,Stub,632000.0
44543,Charles-Gérard Eyschen,Luxembourg,Start,632000.0
44544,Jean-Jacques Willmar,Luxembourg,Start,632000.0
44545,François-Xavier Wurth-Paquet,Luxembourg,Start,632000.0
44546,Henri Vannérus,Luxembourg,Stub,632000.0
44547,Vendelin Jurion,Luxembourg,Stub,632000.0
44548,Mathias Mongenast,Luxembourg,Stub,632000.0
44549,Émile Servais,Luxembourg,Start,632000.0
44550,Zoran Zaev,Macedonia,C,
44551,Rudolf Slánský,Czech Republic,C,
44552,Enrique Peñalosa,Colombia,C,49444000.0
44553,Szymon Konarski,Lithuania,C,2794000.0
44554,Hong Sook-ja,"Korea, South",Start,51781000.0
44555,Princess Gaoyang,China,Start,1402385000.0
44556,Abraham Fraenkel,Israel,C,9216000.0
44557,Ahmed Salim Ould Sidi,Mauritania,Stub,4650000.0
44558,Pascal Yoadimnadji,Chad,Start,16877000.0
44559,Francisco Castellón,Nicaragua,Start,6596000.0
44560,Kim Ki-nam,"Korea, South",Start,51781000.0
44561,Mara Carfagna,Italy,GA,60296000.0
44562,Siaka Stevens,Sierra Leone,C,7977000.0
